SkillID	DesDictID	CLT_RootSkillID	CLT_AimAssistType	CLT_AimAssistRule	CLT_AimAssistSub	CLT_AimAssistEffect	CLT_AimTrajectoryCurve	CLT_GroupID	CLT_GroupOrder	CLT_DispatchEvent	CLT_HandleEvent	CLT_EventSrcRootSkillID	CLT_ReplaceRootSkillID	CLT_TimeOut	CLT_CastType	CLT_EffectID1	CLT_EffectID2	CLT_EffectID3	CLT_EffectID4	CLT_EffectID5	iconpath
5416	0	5415	0	0	0	0	-1	5415	2	0	0	0	0	0	0	0	0	0	0	0	skill_001
5417	0	5415	0	0	0	0	-1	5415	3	0	0	0	0	0	0	0	0	0	0	0	skill_001
5418	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5501	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5502	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5503	0	0	1	0	0	0	-1	5503	1	0	0	0	0	0	0	0	0	0	0	0	skill_5503
5504	0	5503	1	0	0	0	-1	5504	1	0	0	0	0	0	0	0	0	0	0	0	skill_001
5505	0	5503	1	0	0	0	-1	5505	1	0	0	0	0	0	0	0	0	0	0	0	skill_001
5506	0	5503	1	0	0	0	-1	5506	1	0	0	0	0	0	0	0	0	0	0	0	skill_001
5507	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5507
5508	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5509	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5510	0	0	1	2	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5510
5511	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5511
5512	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5513	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5601	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5602	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5602
5603	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5603
5604	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5605	0	0	2	1	0	0	-1	0	0	1	1	5605	5606	1500	0	0	0	0	0	0	skill_5605
5606	0	5605	1	1	0	0	-1	0	0	1	1	5606	5605	0	0	0	0	0	0	0	skill_5606
5607	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5607
5609	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5608	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5701	0	0	1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5702	0	0	1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5702
5703	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5704	0	0	2	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5704
5705	0	0	1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5705
5706	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
5707	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5707
15001	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15002	0	0	1	1	0	0	-1	15002	1	0	0	0	0	0	0	0	0	0	0	0	skill_15002
15003	0	15002	1	1	0	0	-1	15003	1	0	0	0	0	0	0	0	0	0	0	0	skill_001
15004	0	15002	1	1	0	0	-1	15004	1	0	0	0	0	0	0	0	0	0	0	0	skill_001
15010	0	0	3	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15010
15011	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15013	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15020	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15020
15021	0	15020	1	1	0	0	-1	0	0	0	0	0	0	0	2	0	0	0	0	0	skill_001
15030	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15030
15031	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15032	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15101	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15102	0	0	1	1	0	0	-1	15102	1	0	0	0	0	0	0	0	0	0	0	0	skill_15102
15103	0	15102	1	1	0	0	-1	15103	1	0	0	0	0	0	0	0	0	0	0	0	skill_001
15104	0	0	2	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15104
15105	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15106	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15106
15109	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15107	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15107
15110	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15108	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15200	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15201	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15201
15203	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15210	0	0	2	2	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15210
15211	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15212	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15220	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15220
15230	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15230
15231	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15232	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15233	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15243	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15244	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15250	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15301	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15302	0	0	1	1	0	0	-1	15302	1	0	0	0	0	0	0	0	0	0	0	0	skill_15302
15303	0	15302	1	1	0	0	-1	15303	1	0	0	0	0	0	0	0	0	0	0	0	skill_001
15304	0	15302	1	1	0	0	-1	15304	1	0	0	0	0	0	0	0	0	0	0	0	skill_001
15305	0	0	3	0	0	0	-1	0	0	1	1	15305	15306	3000	0	0	0	0	0	0	skill_15305
15306	0	0	4	3	0	0	-1	0	0	1	1	15306	15305	0	0	7002	7001	0	0	0	skill_001
15307	0	0	2	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15307
15308	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15309	0	0	1	1	0	0	-1	15309	1	1	0	0	0	0	0	7002	0	0	0	0	skill_001
15310	0	15309	1	1	0	0	-1	15309	2	1	0	0	0	0	0	0	0	0	0	0	skill_001
15311	0	15309	1	1	0	0	-1	15309	3	1	0	0	0	0	0	7002	0	0	0	0	skill_001
15312	0	15309	1	1	0	0	-1	15309	4	1	0	0	0	0	0	7002	0	0	0	0	skill_001
15313	0	15309	1	1	0	0	-1	15309	5	1	0	0	0	0	0	7002	0	0	0	0	skill_001
15314	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15314
15315	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15316	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15317	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15318	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
30001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40000	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
60001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15600	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15601	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15601
15610	0	0	2	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15610
15611	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15620	0	0	2	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15620
15621	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
15630	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15630
15640	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
94900	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
94901	0	0	0	0	0	0	-1	94901	1	0	0	0	0	0	0	0	0	0	0	0	skill_5002
94902	0	94901	0	0	0	0	-1	94902	1	0	0	0	0	0	0	0	0	0	0	0	skill_001
94903	0	94901	0	0	0	0	-1	94903	1	0	0	0	0	0	0	0	0	0	0	0	skill_001
94904	0	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5006
94905	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
94906	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5008
94907	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5009
94908	0	94907	1	1	0	0	-1	0	0	0	0	0	0	0	2	0	3001	3002	0	0	skill_001
94909	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
94910	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
94911	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
104900	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_104900
104910	0	0	2	1	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_104910
104911	0	104910	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
104920	0	0	2	1	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_104920
104930	0	0	2	1	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_104930
105000	0	0	1	1	0	0	-1	105000	1	0	0	0	0	0	0	0	0	0	0	0	skill_105000
105001	0	105000	1	1	0	0	-1	105000	2	0	0	0	0	0	0	0	0	0	0	0	skill_001
105002	0	105000	1	1	0	0	-1	105000	3	0	0	0	0	0	0	0	0	0	0	0	skill_001
105010	0	0	1	1	0	0	-1	105010	1	0	0	0	0	0	0	0	0	0	0	0	skill_15002
105011	0	105010	1	1	0	0	-1	105010	2	0	0	0	0	0	0	0	0	0	0	0	skill_001
105012	0	105010	1	1	0	0	-1	105010	3	0	0	0	0	0	0	0	0	0	0	0	skill_001
105020	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15106
105021	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
105030	0	0	2	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105031	0	0	2	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105110	0	0	1	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105120	0	0	1	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105130	0	0	1	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105200	0	0	1	1	0	0	-1	105200	1	0	0	0	0	0	0	0	0	0	0	0	skill_15002
105201	0	105200	1	1	0	0	-1	105200	2	0	0	0	0	0	0	0	0	0	0	0	skill_001
105202	0	105200	1	1	0	0	-1	105200	3	0	0	0	0	0	0	0	0	0	0	0	skill_001
105210	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15020
105211	0	105210	1	1	0	0	-1	0	0	0	0	0	0	0	2	0	0	0	0	0	skill_001
105220	0	0	1	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105221	0	0	1	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105230	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_15030
105231	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
105300	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105310	0	0	1	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105320	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5202
105321	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105322	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
105323	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
105330	0	0	2	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105331	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_001
105500	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105501	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105505	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105506	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105510	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105520	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105530	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105600	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105601	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105605	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105606	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105610	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105620	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105630	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105631	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105700	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105705	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105710	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105720	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
105730	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_5203
