GroupIdx	ID	Des	ConditionName	ParamString	CmpType	SuccResult	FailResult	IsNot	FailTip
514	3		SDCheckQuestAccepted	202090	0	0	0	0	0
514	4		SDCheckQuestAccepted	202091	0	0	0	0	0
515	0	日华城201082任务trigger	SDCheckQuestAccepted	201101	0	0	0	0	0
516	1	保险trigger	SDCheckQuestAccepted	202095	0	0	0	0	0
516	2	保险trigger	SDCheckQuestAccepted	202096	0	0	0	0	0
517	0		SDCheckQuestAccepted	202002	0	0	0	0	0
517	1		SDCheckQuestAccepted	202003	0	0	0	0	0
517	2		SDCheckQuestAccepted	202004	0	0	0	0	0
517	3		SDCheckQuestAccepted	202005	0	0	0	0	0
518	1		SDCheckQuestFinished	201017	0	0	0	0	0
519	0		SDCheckQuestAccepted	202123	0	0	0	0	0
520	0		SDCheckQuestFinished	202082	0	0	0	0	0
520	2		SDCheckQuestFinished	202088	0	0	0	1	0
520	3		SDCheckIsFight		0	0	0	1	0
521	0		SDCheckQuestAccepted	202059	0	0	0	0	0
521	1		SDCheckQuestAccepted	202060	0	0	0	0	0
521	2		SDCheckQuestAccepted	202061	0	0	0	0	0
521	3		SDCheckQuestAccepted	202062	0	0	0	0	0
522	1		SDCheckLevel	19	1	0	0	0	0
523	1		SDCheckQuestFinished	202029	0	0	0	0	0
524	1		SDCheckQuestFinished	101372	0	0	0	0	0
525	0	东海101534采集五味子	SDCheckQuestAccepted	101534	0	0	0	0	0
526	0	东海101534采集五味子	SDCheckTitle	101	0	0	0	0	0
527	1		SDCheckQuestAccepted	202173	0	0	0	0	0
528	1		SDCheckQuestAccepted	202178	0	0	0	0	0
529	1		SDCheckQuestAccepted	101621	0	0	0	0	0
530	1		SDCheckQuestAccepted	401077	4	0	0	0	0
531	0	0	SDCheckIsTeamLeader		4	0	0	0	40004090
531	1	0	SDCheckTeamNum	2	4	0	0	0	40004091
531	2	0	SDCheckTeamMemberOl		4	0	0	0	40004092
532	0	检查结婚条件	SDCheckBuffID	905	0	0	0	0	0
532	1	检查结婚条件	SDCheckIsMarrySceneOwner		0	0	0	0	0
533	0		SDCheckMarryState	2	0	0	0	0	0
600	0	0	SDCheckBuffID	1201	4	0	0	0	40004011
600	1	0	SDCheckBuffID	1202	4	0	0	1	40004008
601	0	0	SDCheckBuffID	1210	4	0	0	1	0
602	0	0	SDCheckBuffID	1209	4	0	0	0	0
602	1	0	SDCheckBuffID	1210	4	0	0	1	0
603	0	0	SDCheckBuffID	1209	4	0	0	0	0
620	0		SDCheckSceneInsProcess	20	0	0	0	0	0
620	1		SDCheckSceneInsProcess	21	0	0	0	1	0
621	0		SDCheckSceneInsProcess	21	0	0	0	0	0
621	1		SDCheckSceneInsProcess	22	0	0	0	1	0
622	0		SDCheckSceneInsProcess	22	0	0	0	0	0
622	1		SDCheckSceneInsProcess	23	0	0	0	1	0
623	0		SDCheckSceneInsProcess	23	0	0	0	0	0
623	1		SDCheckSceneInsProcess	24	0	0	0	1	0
624	0		SDCheckSceneInsProcess	24	0	0	0	0	0
624	1		SDCheckSceneInsProcess	25	0	0	0	1	0
625	0		SDCheckSceneInsProcess	25	0	0	0	0	0
625	1		SDCheckSceneInsProcess	26	0	0	0	1	0
626	0		SDCheckSceneInsProcess	26	0	0	0	0	0
626	1		SDCheckSceneInsProcess	27	0	0	0	1	0
627	0		SDCheckSceneInsProcess	27	0	0	0	0	0
627	1		SDCheckSceneInsProcess	28	0	0	0	1	0
628	0		SDCheckSceneInsProcess	28	0	0	0	0	0
628	1		SDCheckSceneInsProcess	29	0	0	0	1	0
629	0		SDCheckSceneInsProcess	29	0	0	0	0	0
629	1		SDCheckSceneInsProcess	30	0	0	0	1	0
630	0		SDCheckSceneInsProcess	30	0	0	0	0	0
630	1		SDCheckSceneInsProcess	31	0	0	0	1	0
631	0		SDCheckSceneInsProcess	31	0	0	0	0	0
631	1		SDCheckSceneInsProcess	32	0	0	0	1	0
632	0		SDCheckSceneInsProcess	32	0	0	0	0	0
632	1		SDCheckSceneInsProcess	33	0	0	0	1	0
633	0		SDCheckSceneInsProcess	33	0	0	0	0	0
633	1		SDCheckSceneInsProcess	34	0	0	0	1	0
634	0		SDCheckSceneInsProcess	34	0	0	0	0	0
634	1		SDCheckSceneInsProcess	35	0	0	0	1	0
635	0		SDCheckSceneInsProcess	35	0	0	0	0	0
635	1		SDCheckSceneInsProcess	36	0	0	0	1	0
636	0		SDCheckSceneInsProcess	36	0	0	0	0	0
636	1		SDCheckSceneInsProcess	37	0	0	0	1	0
637	0		SDCheckSceneInsProcess	37	0	0	0	0	0
637	1		SDCheckSceneInsProcess	38	0	0	0	1	0
638	0		SDCheckSceneInsProcess	38	0	0	0	0	0
638	1		SDCheckSceneInsProcess	39	0	0	0	1	0
639	0		SDCheckSceneInsProcess	39	0	0	0	0	0
639	1		SDCheckSceneInsProcess	40	0	0	0	1	0
640	0		SDCheckSceneInsProcess	40	0	0	0	0	0
640	1		SDCheckSceneInsProcess	41	0	0	0	1	0
641	0		SDCheckSceneInsProcess	41	0	0	0	0	0
641	1		SDCheckSceneInsProcess	42	0	0	0	1	0
642	0		SDCheckSceneInsProcess	42	0	0	0	0	0
642	1		SDCheckSceneInsProcess	43	0	0	0	1	0
643	0		SDCheckSceneInsProcess	43	0	0	0	0	0
643	1		SDCheckSceneInsProcess	44	0	0	0	1	0
644	0		SDCheckSceneInsProcess	44	0	0	0	0	0
644	1		SDCheckSceneInsProcess	45	0	0	0	1	0
645	0		SDCheckSceneInsProcess	45	0	0	0	0	0
645	1		SDCheckSceneInsProcess	46	0	0	0	1	0
646	0		SDCheckSceneInsProcess	46	0	0	0	0	0
646	1		SDCheckSceneInsProcess	47	0	0	0	1	0
647	0		SDCheckSceneInsProcess	47	0	0	0	0	0
647	1		SDCheckSceneInsProcess	48	0	0	0	1	0
648	0		SDCheckSceneInsProcess	48	0	0	0	0	0
648	1		SDCheckSceneInsProcess	49	0	0	0	1	0
649	0		SDCheckSceneInsProcess	49	0	0	0	0	0
649	1		SDCheckSceneInsProcess	50	0	0	0	1	0
650	0		SDCheckSceneInsProcess	50	0	0	0	0	0
650	1		SDCheckSceneInsProcess	51	0	0	0	1	0
701	0	场景进度13	SDCheckSceneProcess	1	0	0	0	0	0
702	0	场景进度13	SDCheckSceneProcess	2	0	0	0	0	0
703	0	场景进度13	SDCheckSceneProcess	3	0	0	0	0	0
713	0	场景进度13	SDCheckSceneProcess	13	0	0	0	0	0
714	0	场景进度13	SDCheckSceneProcess	14	0	0	0	0	0
727	0	场景进度27	SDCheckSceneProcess	27	0	0	0	0	0
728	0	场景进度13	SDCheckSceneProcess	28	0	0	0	0	0
797	0		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
797	1		SDCheckOnland		0	0	0	0	40013020
797	2		SDCheckState	0	0	0	0	0	40013020
798	0		SDCheckBuffID	1012	4	0	0	1	40013016
798	1		SDCheckBuffID	1013	4	0	0	1	40013016
798	2		SDCheckBuffLayerCount	1011,6	2	0	0	0	40013004
799	0		SDCheckBuffID	1011	4	0	0	1	40013016
799	1		SDCheckBuffID	1013	4	0	0	1	40013016
799	2		SDCheckBuffLayerCount	1012,6	2	0	0	0	40013004
800	0		SDCheckBuffID	1011	4	0	0	1	40013016
800	1		SDCheckBuffID	1012	4	0	0	1	40013016
800	2		SDCheckBuffLayerCount	1013,6	2	0	0	0	40013004
801	0		SDCondition	797	0	0	0	0	0
801	1		SDCheckAbilityLevel	0,1	1	0	0	0	40013001
801	2		SDCheckAreaAttrbuite	0,1	3	0	0	0	40013002
801	3		SDCondition	800	0	0	0	0	0
801	4		SDCheckFishBuffVp	1013	0	0	0	0	40140403
802	0		SDCondition	797	0	0	0	0	0
802	1		SDCheckAbilityLevel	0,2	1	0	0	0	40013001
802	2		SDCheckAreaAttrbuite	0,2	3	0	0	0	40013002
802	3		SDCondition	800	0	0	0	0	0
802	4		SDCheckFishBuffVp	1013	0	0	0	0	40140403
803	0		SDCondition	797	0	0	0	0	0
803	1		SDCheckAbilityLevel	0,3	1	0	0	0	40013001
803	2		SDCheckAreaAttrbuite	0,3	3	0	0	0	40013002
803	3		SDCondition	800	0	0	0	0	0
803	4		SDCheckFishBuffVp	1013	0	0	0	0	40140403
804	0		SDCondition	797	0	0	0	0	0
804	1		SDCheckAbilityLevel	0,4	1	0	0	0	40013001
804	2		SDCheckAreaAttrbuite	0,4	3	0	0	0	40013002
804	3		SDCondition	800	0	0	0	0	0
804	4		SDCheckFishBuffVp	1013	0	0	0	0	40140403
805	0		SDCondition	797	0	0	0	0	0
805	1		SDCheckAbilityLevel	0,5	1	0	0	0	40013001
805	2		SDCheckAreaAttrbuite	0,5	3	0	0	0	40013002
805	3		SDCondition	800	0	0	0	0	0
805	4		SDCheckFishBuffVp	1013	0	0	0	0	40140403
806	0		SDCondition	797	0	0	0	0	0
806	1		SDCheckAbilityLevel	0,6	1	0	0	0	40013001
806	2		SDCheckAreaAttrbuite	0,6	3	0	0	0	40013002
806	3		SDCondition	800	0	0	0	0	0
806	4		SDCheckFishBuffVp	1013	0	0	0	0	40140403
807	0		SDCondition	797	0	0	0	0	0
807	1		SDCheckAbilityLevel	0,7	1	0	0	0	40013001
807	2		SDCheckAreaAttrbuite	0,7	3	0	0	0	40013002
807	3		SDCondition	800	0	0	0	0	0
807	4		SDCheckFishBuffVp	1013	0	0	0	0	40140403
808	0		SDCondition	797	0	0	0	0	0
808	1		SDCheckAbilityLevel	0,1	1	0	0	0	40013001
808	2		SDCheckAreaAttrbuite	0,1	3	0	0	0	40013002
808	3		SDCondition	799	0	0	0	0	0
808	4		SDCheckFishBuffVp	1012	0	0	0	0	40140403
809	0		SDCondition	797	0	0	0	0	0
809	1		SDCheckAbilityLevel	0,2	1	0	0	0	40013001
809	2		SDCheckAreaAttrbuite	0,2	3	0	0	0	40013002
809	3		SDCondition	799	0	0	0	0	0
809	4		SDCheckFishBuffVp	1012	0	0	0	0	40140403
810	0		SDCondition	797	0	0	0	0	0
810	1		SDCheckAbilityLevel	0,3	1	0	0	0	40013001
810	2		SDCheckAreaAttrbuite	0,3	3	0	0	0	40013002
810	3		SDCondition	799	0	0	0	0	0
810	4		SDCheckFishBuffVp	1012	0	0	0	0	40140403
811	0		SDCondition	797	0	0	0	0	0
811	1		SDCheckAbilityLevel	0,4	1	0	0	0	40013001
811	2		SDCheckAreaAttrbuite	0,4	3	0	0	0	40013002
811	3		SDCondition	799	0	0	0	0	0
811	4		SDCheckFishBuffVp	1012	0	0	0	0	40140403
812	0		SDCondition	797	0	0	0	0	0
812	1		SDCheckAbilityLevel	0,5	1	0	0	0	40013001
812	2		SDCheckAreaAttrbuite	0,5	3	0	0	0	40013002
812	3		SDCondition	799	0	0	0	0	0
812	4		SDCheckFishBuffVp	1012	0	0	0	0	40140403
